"","USAcountry","description","year","consumption"
"4138","Egypt, Arab Rep.","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","0.1"
"4139","Egypt, Arab Rep.","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"4140","Egypt, Arab Rep.","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"4191","Euro area","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"4192","Euro area","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"4193","Euro area","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"4194","Euro area","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","5.84048543680591"
"4195","Euro area","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"4196","Euro area","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"4197","Euro area","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"4198","Euro area","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"4199","Euro area","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","5.17092067915129"
"4200","Euro area","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"4201","Euro area","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"4252","Eritrea","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"4253","Eritrea","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"4254","Eritrea","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"4255","Eritrea","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","0.74"
"4256","Eritrea","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"4257","Eritrea","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"4258","Eritrea","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"4259","Eritrea","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"4260","Eritrea","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","0.49"
"4261","Eritrea","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"4262","Eritrea","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"4313","Spain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"4314","Spain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"4315","Spain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"4316","Spain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","6.08"
"4317","Spain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"4318","Spain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"4319","Spain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"4320","Spain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"4321","Spain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","4.6"
"4322","Spain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"4323","Spain","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"4374","Estonia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"4375","Estonia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"4376","Estonia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"4377","Estonia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","7.55"
"4378","Estonia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"4379","Estonia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"4380","Estonia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"4381","Estonia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"4382","Estonia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","5.89"
"4383","Estonia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"4384","Estonia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"4435","Ethiopia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"4436","Ethiopia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"4437","Ethiopia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"4438","Ethiopia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","0.72"
"4439","Ethiopia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"4440","Ethiopia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"4441","Ethiopia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"4442","Ethiopia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"4443","Ethiopia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","0.88"
"4444","Ethiopia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
