"","USAcountry","description","year","consumption"
"4807","Faroe Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"4808","Faroe Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"4809","Faroe Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010",""
"4810","Faroe Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"4811","Faroe Islands","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"4862","Micronesia, Fed. Sts.","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"4863","Micronesia, Fed. Sts.","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"4864","Micronesia, Fed. Sts.","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"4865","Micronesia, Fed. Sts.","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","4.57"
"4866","Micronesia, Fed. Sts.","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"4867","Micronesia, Fed. Sts.","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"4868","Micronesia, Fed. Sts.","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"4869","Micronesia, Fed. Sts.","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"4870","Micronesia, Fed. Sts.","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","4.67"
"4871","Micronesia, Fed. Sts.","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"4872","Micronesia, Fed. Sts.","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"4923","Gabon","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"4924","Gabon","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"4925","Gabon","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"4926","Gabon","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","14.45"
"4927","Gabon","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"4928","Gabon","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"4929","Gabon","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"4930","Gabon","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"4931","Gabon","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","15.02"
"4932","Gabon","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"4933","Gabon","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"4984","United Kingdom","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"4985","United Kingdom","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"4986","United Kingdom","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"4987","United Kingdom","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","21.48"
"4988","United Kingdom","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"4989","United Kingdom","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"4990","United Kingdom","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"4991","United Kingdom","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"4992","United Kingdom","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","18.71"
"4993","United Kingdom","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"4994","United Kingdom","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"5045","Georgia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"5046","Georgia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"5047","Georgia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"5048","Georgia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","10.58"
"5049","Georgia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"5050","Georgia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"5051","Georgia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"5052","Georgia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"5053","Georgia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","15.92"
"5054","Georgia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"5055","Georgia","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"5106","Ghana","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"5107","Ghana","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"5108","Ghana","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"5109","Ghana","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","6.04"
"5110","Ghana","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"5111","Ghana","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"5112","Ghana","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"5113","Ghana","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"5114","Ghana","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","6.86"
"5115","Ghana","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"5116","Ghana","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"5167","Gibraltar","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"5168","Gibraltar","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
